기준일,예측대상일,ticker,기준일종가,예측종가,실제종가,오차,오차율(%),방향일치
2024-12-31,2025-01-02,AAPL,249.5341796875,249.85130055987895,242.9874267578125,6.8638738020664505,2.824785584032596,0
2025-01-02,2025-01-03,AAPL,242.9874267578125,243.30629017531308,242.4991455078125,0.8071446675005802,0.332844334692543,0
2025-01-03,2025-01-06,AAPL,242.4991455078125,242.8444858365861,244.1333465576172,-1.2888607210310852,-0.5279330903395882,1
2025-01-06,2025-01-07,AAPL,244.1333465576172,244.43961527552926,241.35321044921875,3.0864048263105133,1.278791701409706,0
2025-01-07,2025-01-08,AAPL,241.35321044921875,241.6739644814201,241.8414764404297,-0.1675119590096017,-0.06926519035326151,1
2025-01-08,2025-01-10,AAPL,241.8414764404297,242.1688452087657,236.01219177246094,6.156653436304765,2.608616694785152,0
2025-01-10,2025-01-13,AAPL,236.01219177246094,236.39702235315673,233.5708465576172,2.826175795539541,1.2099865360732769,0
2025-01-13,2025-01-14,AAPL,233.5708465576172,233.89596992047066,232.45480346679688,1.4411664536737874,0.6199770588434578,0
2025-01-14,2025-01-15,AAPL,232.45480346679688,232.7581900279333,237.028564453125,-4.270374425191704,-1.8016286075243129,1
2025-01-15,2025-01-16,AAPL,237.028564453125,237.31817104228173,227.4525604248047,9.865610617477046,4.337436606143897,0
2025-01-16,2025-01-17,AAPL,227.4525604248047,227.77965425381163,229.16647338867188,-1.3868191348602465,-0.6051579510534107,1
2025-01-17,2025-01-21,AAPL,229.16647338867188,229.51722944296276,221.85244750976562,7.664781933197133,3.4549007771752174,0
2025-01-21,2025-01-22,AAPL,221.85243225097656,222.16630735217768,223.03823852539062,-0.8719311732129427,-0.3909334914845475,1
2025-01-22,2025-01-23,AAPL,223.03823852539062,223.34458975942405,222.8688507080078,0.47573905141624095,0.21346143703120346,0
2025-01-23,2025-01-24,AAPL,222.86883544921875,223.20082175298,221.991943359375,1.208878393605005,0.5445595796456424,0
2025-01-24,2025-01-27,AAPL,221.991943359375,222.362392147447,229.04690551757812,-6.684513370131128,-2.9184037020828155,1
2025-01-27,2025-01-28,AAPL,229.04690551757812,229.401760865765,237.4171905517578,-8.015429685992814,-3.376094910130537,1
2025-01-28,2025-01-29,AAPL,237.41717529296875,237.73101749884114,238.51329040527344,-0.7822729064322971,-0.3279787491519178,1
2025-01-29,2025-01-30,AAPL,238.5133056640625,238.84921489041173,236.7495574951172,2.0996573952945425,0.8868685616604993,0
2025-01-30,2025-01-31,AAPL,236.7495574951172,237.1008373736574,235.16519165039062,1.9356457232667879,0.8231004383269545,0
